created_at,favorite_count,full_text,id_str,metadata.iso_language_code,retweeted_status.created_at,retweeted_status.full_text,user.created_at,user.favourites_count,user.followers_count,user.friends_count,user.id_str,user.location,user.verified,retweet_count,is_troll,sentiment_tag,sentiment_sc
2021-01-31 23:55:51+00:00,0,sí gana el lelo andrés arauz las elecciones con fraude ha que país emigrarian ustedes vota y retuit.,1356028451111768065,es,Sun Jan 31 19:42:36 +0000 2021,"Sí gana el LELO Andrés Arauz las elecciones ( con fraude ) ha que país emigrarian ustedes :

Vota y Retuit.",2010-11-25 22:38:11+00:00,7499,563,2153,219799838,Guayaquil,False,97,False,Negativo,0.3257519814093782
2021-01-31 23:55:40+00:00,0,la diferencia entre yaku y lasso es de 4 puntos porque andrés arauz se disparó hace rato con más de 10 pu…,1356028404466905089,es,Sat Jan 30 04:24:20 +0000 2021,"@CarlosVerareal La diferencia entre Yaku y Lasso es de 4 puntos, porque ANDRÉS ARAUZ se disparó hace rato con más de 10 puntos. Sin llorar amigos florindos. ESTO ES UNA SOLA VUELTA. ☝🏻☝🏻☝🏻☝🏻☝🏻☝🏻",2013-02-03 18:05:29+00:00,96245,600,1069,1145827459,"Quito, Ecuador",False,10,False,Neutral,0.46861753041809445
2021-01-31 23:54:41+00:00,0,hay verdades que nadie puede negar barcelona tiene la mayor hinchada del ecuador el estadio de emelec está chuec…,1356028158907199489,es,Sun Jan 31 22:58:36 +0000 2021,"Hay verdades que nadie puede negar :
- Barcelona tiene la mayor hinchada del Ecuador
- El estadio de Emelec está chueco
- Abdala Bucaram y Rafael Correa son Narcos y Asesinos
- El plan de gobierno del LELO Andrés Arauz es una MIERDA",2020-12-24 21:08:41+00:00,11186,1405,1283,1342215531693297666,,False,76,False,Negativo,0.00548593657267582
2021-01-31 23:54:22+00:00,0,es un privilegio ser tu amigo siempre encontrarás un apoyo en mi querido andrés. azuayes1 todossomosuno se…,1356028079567732736,es,Thu Jan 21 04:03:18 +0000 2021,"Es un privilegio ser tu amigo @ecuarauz 
Siempre encontrarás un apoyo en mi querido Andrés.

#AzuayEs1
#TodosSomosUno 
#SeTrataDeAzuay https://t.co/7MOo4zuM6U",2012-01-26 12:01:02+00:00,4352,98,204,474841124,,False,261,False,Positivo,0.8095162052505793
2021-01-31 23:54:13+00:00,0,qué grande alberto en ecuador nos quieren robar la democracia como ya es costumbre en…,1356028041244323841,es,Sun Jan 31 02:39:04 +0000 2021,"@alferdez @MashiRafael @cnegobec ¡QUÉ GRANDE, ALBERTO! EN ECUADOR NOS QUIEREN ROBAR LA DEMOCRACIA, COMO YA ES COSTUMBRE EN LA DERECHA REGIONAL, SIN EMBARGO LOS SEPULTAREMOS EN LAS URNAS, ESTO ES UNA SOLA VUELTA CON ANDRÉS ARAUZ. TODITO 1.

☝🏻☝🏻☝🏻☝🏻☝🏻☝🏻",2013-02-03 18:05:29+00:00,96245,600,1069,1145827459,"Quito, Ecuador",False,7,False,Negativo,0.08996840781551929
2021-01-31 23:54:00+00:00,0,desesperación y peores prácticas... arauz compra votos a $250 por nuca. debe estar seguro que “recuperará” la invers…,1356027986131251203,es,Sat Jan 30 22:29:12 +0000 2021,"DESESPERACIÓN Y PEORES PRÁCTICAS...

#ARAUZ compra votos a $250 por nuca.

DEBE ESTAR SEGURO QUE “RECUPERARÁ” LA INVERSIÓN SI ACCEDE A LOS FONDOS PUBLICOS.

https://t.co/DXZngTAmdH",2017-05-04 17:44:30+00:00,81,58,951,860188398967021568,,False,154,False,Negativo,0.012720402648805905
2021-01-31 23:53:56+00:00,4,yo soy afrolatino y ya decidi hace ratos mi voto es por andrés arauz y carlos rabascall.,1356027968099938306,es,,,2011-01-02 22:48:07+00:00,3257,213,243,233318668,,False,0,False,Negativo,0.39213207187360416
2021-01-31 23:53:40+00:00,0,política ejército de liberación nacional eln habría aportado en la campaña de andresarauz según los…,1356027903524261888,es,Sat Jan 30 23:22:27 +0000 2021,"#POLÍTICA Ejército de Liberación Nacional (ELN) habría aportado en la campaña de #AndresArauz, según @RevistaSemana. Los detalles a continuación ⬇️ 
https://t.co/qBGVfNOamD",2014-01-14 21:31:34+00:00,24960,529,1191,2291721590,Dominican Republic,False,192,False,Negativo,0.1196712393034496
2021-01-31 23:53:34+00:00,0,andrés aráuz recibió dinero de la guerrilla del eln según pero tranquilos dice que es un préstamo. h…,1356027878496940040,es,Sat Jan 30 13:28:50 +0000 2021,"Andrés Aráuz recibió dinero de la guerrilla del ELN, según @RevistaSemana 
Pero tranquilos, dice que es un préstamo. https://t.co/wxKrOgqwTO",2017-05-04 17:44:30+00:00,81,58,951,860188398967021568,,False,1405,False,Negativo,0.05410207212975406
2021-01-31 23:53:04+00:00,0,claro coincidimos es eso gustavo hay q votar x andres arauz.,1356027750935621632,es,,,2012-05-05 15:59:23+00:00,10026,49,140,571862899,"Guayaquil, Ecuador",False,0,False,Neutral,0.5370706598448972
2021-01-31 23:51:48+00:00,0,gracias pucará por ese respaldo al binomio de la esperanza andrés arauz y carlos rabascall juntos trabajaremos por nue…,1356027435071004684,es,Sun Jan 31 21:13:00 +0000 2021,"Gracias #Pucará por ese respaldo al Binomio de la Esperanza Andrés Arauz y Carlos Rabascall, juntos trabajaremos por nuestra provincia del Azuay. 💪🇪🇨

Este 7 de febrero todo todito 1 ☝️🧡
 
#LaEsperanzaEstáPrimero #ArauzPresidente #CorreaEsLista1 #AzuayEs1 https://t.co/RsDsVTBnBV",2015-08-25 00:15:50+00:00,320,185,913,3438627581,,False,13,False,Negativo,0.3741972663058265
2021-01-31 23:51:23+00:00,0,el voto nulo favorece al lelo andrés arauz y adivinen quién está promoviendo que votemos nulo .... el ñañito del pr…,1356027329814921218,es,Sun Jan 31 21:26:44 +0000 2021,El voto NULO favorece al LELO Andrés Arauz y adivinen quién está promoviendo que votemos NULO ....👇👇👇 El ñañito del prófugo https://t.co/VNlpMTJ1aR,2013-02-22 23:02:00+00:00,19789,581,69,1210021706,Tandapi,False,124,False,Negativo,0.014750434021659556
2021-01-31 23:51:00+00:00,0,pelearse con tus amigos por política es lo más cojudo que he visto si tú amigo quiere votar por el lelo andrés arauz…,1356027229818466308,es,Sun Jan 31 22:05:36 +0000 2021,"Pelearse con tus amigos por política es lo más cojudo que he visto, si tú amigo quiere votar por el LELO Andrés Arauz no le digas nada y solo aléjate de él, pues seguramente también es ladrón.

Siganme para más consejos 😉🐑",2011-03-21 00:04:45+00:00,86978,4484,1784,269534390,,False,115,False,Negativo,0.050664643213778705
2021-01-31 23:50:18+00:00,0,la guerrilla colombiana del eln financia la campaña de andrés araúz revela semana tras desencriptar las comunicaciones…,1356027053712285699,es,Sat Jan 30 13:24:42 +0000 2021,"La guerrilla colombiana del ELN financia la campaña de Andrés Araúz, revela Semana tras desencriptar las comunicaciones de Uriel, uno de los líderes insurgentes.
Esta revista destapó, en 2007 los aportes de las FARC a Rafael Correa. https://t.co/A1wLCyWdls",2013-02-22 23:02:00+00:00,19789,581,69,1210021706,Tandapi,False,584,False,Negativo,0.05274574216706587
2021-01-31 23:49:42+00:00,0,candidato del correísmo andrés arauz aumentó su ventaja en intención de votos en ecuador tras las elecciones del próximo 7f…,1356026902763474944,es,Sun Jan 31 16:32:16 +0000 2021,"Candidato del Correísmo, Andrés Arauz aumentó su ventaja en intención de votos en Ecuador tras las elecciones del próximo 7F

#EnVenezuelaNosCuidamos

https://t.co/aGHGxiG6IE https://t.co/g8jCDL0xjm",2020-06-23 14:41:59+00:00,92,107,48,1275438802006421504,,False,308,False,Negativo,0.007690200967529991
2021-01-31 23:49:31+00:00,0,por primera vez coincido con este señor. a votar todos por andrés arauz próximo a tener un doctorado en economí…,1356026856848449541,es,Sun Jan 31 21:01:16 +0000 2021,"Por primera vez coincido con este señor. A votar todos por Andrés Arauz @ecuarauz próximo a tener un Doctorado en Economía en la UNAM de México. 
😉 https://t.co/0rDQEYkDqs",2012-11-30 14:04:15+00:00,49708,166,189,980518464,,False,70,False,Negativo,0.3452263542610666
2021-01-31 23:47:51+00:00,0,una revista colombiana ha revelado supuesto aporte financiero de la guerrilla eln a la campaña del candidato andrés arauz…,1356026440903315456,es,Sat Jan 30 15:47:32 +0000 2021,"Una revista colombiana ha revelado supuesto aporte financiero de la guerrilla ELN a la campaña del candidato Andrés Arauz, es una denuncia muy grave. Aunque, de ser cierto, no sería nada nueva la relación del correismo con la narco guerrilla. https://t.co/UMyUV4zwip",2017-05-04 17:44:30+00:00,81,58,951,860188398967021568,,False,128,False,Negativo,0.050686410965398235
2021-01-31 23:47:19+00:00,0,andrés arauz presidente,1356026306471858178,es,Sun Jan 31 17:59:38 +0000 2021,"Andrés Arauz
PRESIDENTE
@ecuarauz @MashiRafael https://t.co/pq7q6GSZX5",2020-09-07 18:58:59+00:00,13391,296,253,1303045007700619271,,False,4,False,Negativo,0.3911010030104203
2021-01-31 23:46:37+00:00,0,lomásleído la información falsa también se difundió por redes sociales y se complementó con la campaña de una serie de…,1356026128004227077,es,Sun Jan 31 16:20:16 +0000 2021,#LoMásLeído 🛑 La información falsa también se difundió por redes sociales y se complementó con la campaña de una serie de cuentas falsas. ⤵️ https://t.co/HnW5reLqPv,2010-02-17 14:18:21+00:00,30671,3639,431,115067318,"Quito, Ecuador",False,28,False,Negativo,0.3810908800385008
2021-01-31 23:46:34+00:00,0,antes de dar tu voto sl socialismo de andrés arauz googlea sobre que es el socialismo. vía,1356026118176956416,es,Sun Jan 31 21:25:05 +0000 2021,"Antes de dar tu voto sl socialismo de Andrés Arauz 

Googlea sobre que es el socialismo.

Vía @pinllocoto https://t.co/iIqqgNzHpM",2014-09-05 22:47:41+00:00,4122,1930,2569,2762411758,,False,5,False,Negativo,0.18333421148697593
2021-01-31 23:45:55+00:00,0,“andrés aráuz recibió dinero de pablo escobar gaviria la transferencia fue vía ultratumba...” informa la prensa libr…,1356025952422285318,es,Sat Jan 30 18:36:49 +0000 2021,"“Andrés Aráuz recibió dinero de Pablo Escobar Gaviria, la transferencia fue vía ultratumba...”

-Informa: La prensa libre e independiente.",2018-03-23 22:41:02+00:00,4067,14,36,977314305740853248,,False,655,False,Negativo,0.011076896978767445
2021-01-31 23:45:54+00:00,0,fíjense lo preocupada que está la gente del campo por uriel y han dicho que ya creyeron todo... majando lodo. haciendo r…,1356025948932595716,es,Sun Jan 31 18:49:19 +0000 2021,Fíjense lo preocupada que está la gente del campo por Uriel y han dicho que ya creyeron todo... Majando lodo. Haciendo revolución. Los compañeros de la FEI de El Oro recibiendo el cariño y el respeto del pueblo ecuatoriano. Rumbo a la Victoria Popular de Andrés Aráuz el 7F. https://t.co/7YpX2V7zzE,2017-12-10 18:42:24+00:00,38150,1202,797,939928299710701569,Ecuador 🇪🇨 ,False,134,False,Negativo,0.12383167801485666
2021-01-31 23:45:31+00:00,0,andres arauz es por mucho el peor candidato que ha tenido ecuador en años y ojo que una vez estuvo de candidato un burro.,1356025850542632963,es,,,2010-11-26 04:24:52+00:00,1659,691,645,219880859,Guayaquil - Barcelona SC,False,0,False,Negativo,0.0292561103247168
2021-01-31 23:45:28+00:00,0,los secretos de la guerrilla salpican a andrés arauz. archivos del ejército de liberación nacional eln demostrar…,1356025837519331342,es,Sat Jan 30 19:28:25 +0000 2021,"🔴 |  Los secretos de la guerrilla salpican a Andrés Arauz.
-
Archivos del Ejército de Liberación Nacional (ELN) demostrarían que esta organización habría aportado alrededor de $80.000 para campaña presidencial. Detalles: ⬇️ https://t.co/e8O4vfDiuS",2010-12-09 13:32:07+00:00,56612,363,1950,224629466,,False,338,False,Negativo,0.159357744645244
2021-01-31 23:45:15+00:00,0,revista semana enfila campaña sucia contra candidato andrés arauz a través de radio ® …,1356025786449461248,es,Sun Jan 31 21:58:10 +0000 2021,"Revista #Semana enfila campaña sucia contra candidato Andrés Arauz https://t.co/Caq374LJAW a través de @Red Radio ® 

#EnVenezuelaNosCuidamos",2010-05-04 19:50:03+00:00,65658,1859,2506,140169247,Venezuela,False,16,False,Negativo,0.02760532281908374
2021-01-31 23:44:19+00:00,0,que esta semana que viene y en adelante andres arauz se cuide mucho estan desesperados y asustados y haran y diran d…,1356025550607937546,es,Sun Jan 31 23:09:30 +0000 2021,"Que esta semana que viene y en adelante Andres Arauz se cuide mucho , estan desesperados y asustados y haran y diran de todo esta semana",2009-11-25 23:04:04+00:00,23659,477,3447,92633844,Manta,False,7,False,Negativo,0.09997771998647893
2021-01-31 23:43:46+00:00,0,rafael correa tu nombre y tus títeres como andrés arauz causan asco y repudio en el pueblo no olvidar que correa y muchos de sus tetasferros están sentenciados a 8 años de prisión los ecuatorianos no votaremos por arauz ni la lista uno por saqueadores y corruptos.,1356025411617120260,es,,,2018-09-10 20:04:40+00:00,42,0,52,1039243276371615750,,False,0,False,Negativo,0.007508031439092848
2021-01-31 23:43:23+00:00,0,el candidato por andrés arauz no aceptó la invitación de políticamentecorrecto. reitera…,1356025313751408647,es,Sun Jan 31 15:31:00 +0000 2021,"El candidato por @cendemocratico, Andrés Arauz @ecuarauz, no aceptó la invitación de #PolíticamenteCorrecto. 

Reiteramos nuestro afán de contribuir con la democracia dando a conocer la visión de país de cada presidenciable. https://t.co/y0plvxXtc7",2020-04-27 15:54:51+00:00,2426,19,77,1254801104363233280,"Quito, Ecuador",False,241,False,Negativo,0.03535234693648882
2021-01-31 23:42:13+00:00,1,a una semana de las elecciones presidenciales en ecuador les dejo mi pronostico andrés arauz ganará las elecciones. es posible que no logre irse en primera vuelta. la asamblea nacional estará dominada por el movimiento centro democrático. pero quedará muy fragmentada,1356025021983035398,es,,,2013-04-24 17:15:09+00:00,2164,287,499,1377550004,Santo Domingo ,False,0,False,Neutral,0.5389711200803757
2021-01-31 23:41:50+00:00,0,calla calla ve florindo mmv... vos como florindo de bien votarás no mas por el continuismo del gob nebot…,1356024926390673409,es,Sun Jan 31 21:43:24 +0000 2021,"@LuchoBaldeon Calla calla ve Florindo mmv... Vos como FLORINDO de bien votarás no mas por el continuismo del GOB NEBOTMORENISTA CON LASSO en las FINANZAS, YAKU DE BURROPIE y BUCARAM en los HOSPITALES... El resto de personas pensantes votaremos por Andrés Arauz y todo listas 1",2018-01-08 02:20:25+00:00,55690,556,1806,950190424425205760,,False,2,False,Negativo,0.02526754434068241
2021-01-31 23:41:28+00:00,0,gracias al prófugo rafael correa y al lelo andrés arauz el ecuador es tierra fértil para el narcotráfico y guerrillas…,1356024830726909954,es,Sat Jan 30 14:46:40 +0000 2021,"Gracias al prófugo Rafael Correa y al LELO Andrés Arauz, el Ecuador es tierra fértil para el Narcotráfico y guerrillas https://t.co/70Dqj11j3Q",2010-08-29 17:50:01+00:00,65,795,1559,184485528,"Quito, Ecuador",False,112,False,Negativo,0.03398119677576924
2021-01-31 23:41:19+00:00,0,jóvenes maestros amas de casa profesionales campesinos. todos en la caravana de la esperanza ambato levantando la v…,1356024794010025989,es,Sun Jan 31 23:28:15 +0000 2021,"Jóvenes, maestros, amas de casa, profesionales, campesinos.
Todos en la Caravana de la Esperanza #Ambato levantando la voz, apoyando a @ecuarauz el hombre que nos devolverá la Patria de oportunidades.
Andrés Arauz Presidente
Carlos Rabascall Vicepresidente.
Vota todo todito 1 https://t.co/mHrxAFXCML",2012-04-27 14:50:15+00:00,67134,308,379,564670886,ECUADOR,False,18,False,Negativo,0.03620186569186079
2021-01-31 23:40:49+00:00,0,aquí lo que sobra es cariño. todo listo para recibir al compañero presidente andrés arauz en la parroquia atah…,1356024670512951299,es,Sun Jan 31 21:15:21 +0000 2021,"Aquí lo que sobra es cariño.
Todo listo para recibir al compañero Presidente Andrés Arauz @ecuarauz en la parroquia Atahualpa de #Ambato. 
@CS_RC_Mocha @CS_RC_Pelileo @CS_RC_Tisaleo @Rc1TuiterosTung @RosyBelenM @AlexisSanchezEC @povedaeducation @LoaizaConcejal @marcelaholguin https://t.co/X84rYk9U2p",2012-04-27 14:50:15+00:00,67134,308,379,564670886,ECUADOR,False,9,False,Positivo,0.6589689186084136
2021-01-31 23:40:41+00:00,0,lamentablemente andrés aráuz sigue con covid. el lanzamiento oficial de la campaña de listas 1 5 tendrá que esperar unos…,1356024635767320585,es,Sat Jan 02 17:17:59 +0000 2021,"Lamentablemente, Andrés Aráuz sigue con COVID.
El lanzamiento oficial de la campaña de Listas 1-5 tendrá que esperar unos días, pero todos a trabajar desde y’a  como si no tuviéramos un solo voto.
TODO, TODITO 1 https://t.co/xsCByN2sPU",2011-09-13 02:23:08+00:00,5984,186,128,372603631,Ecuador,False,969,False,Negativo,0.19860822462217492
2021-01-31 23:40:27+00:00,0,jajajajaja estas tácticas mañosas corruptas y fraudulentas son falaces detestables y censurables por la ciudadania q ya…,1356024578175340544,es,Sun Jan 31 19:25:12 +0000 2021,"Jajajajaja estas tácticas mañosas, corruptas y fraudulentas,son falaces, detestables,y censurables por la ciudadania, q ya no cree MENTIRAS de los plumíferos de las élites. La decisión está tomada.Mayoritariamente ganará en 1era vuelta ANDRÉS ARAUZ,Presidente @ecuarauz LISTAS 1 https://t.co/paI5os7h35",2011-04-10 20:24:05+00:00,162991,3879,510,280182386,,False,9,False,Negativo,0.0001653274309951484
2021-01-31 23:40:17+00:00,0,compañeros ánimo banderas garganta la nave bien equipada listos nos vamos a la caravana de la esperanza. bi…,1356024534403575809,es,Sun Jan 31 21:03:45 +0000 2021,"Compañeros ✔️
Ánimo✔️
Banderas ✔️
Garganta✔️
La nave bien equipada✔️
Listos, nos vamos a la caravana de la Esperanza.
Bienvenido a #Ambato Presidente Andrés Arauz @ecuarauz
@marcelaholguin
@DanielGranja7
@RosyBelenM @Rc1TuiterosTung @Sandinin @AlexisSanchezEC @LoaizaConcejal https://t.co/APGOEJWUxf",2012-04-27 14:50:15+00:00,67134,308,379,564670886,ECUADOR,False,12,False,Negativo,0.34929600545695105
2021-01-31 23:39:28+00:00,0,chulquero asustado aráuz lo va hacer pagar los $500 a los tercerizados andrés dejo claro en cuanto llegue a la p…,1356024329859969024,es,Sun Jan 31 17:36:33 +0000 2021,"🇪🇨CHULQUERO ASUSTADO, ARÁUZ  LO VA HACER PAGAR LOS $500 A LOS TERCERIZADOS🇪🇨🇪🇨
Andrés dejo claro, en cuanto llegue a la presidencia, hará gestiones necesarios, a la Junta Bancario para que Lasso pague los $500, a los trabajadores banco del barrio, más beneficios sociales. https://t.co/cuhvxiOfHY",2018-12-04 01:30:16+00:00,9467,60,53,1069765798829404160,,False,21,False,Negativo,0.003583916920307254
2021-01-31 23:39:22+00:00,1,como que todo cuadra sr de la correa sacaron la base de manta y dejaron el famoso cuadro para portar drogas. ahora tu lacayo se llama la mariposa del sur.,1356024305050656770,es,,,2018-04-12 19:03:58+00:00,1300,12,48,984507435250540544,,False,0,False,Negativo,0.010490139794884513
2021-01-31 23:38:54+00:00,0,cuenta la leyenda que si vez este vídeo fijamente también votarás por andrés arauz.,1356024185533964291,es,Sun Jan 31 03:50:52 +0000 2021,Cuenta la leyenda que si vez este vídeo fijamente también votarás por Andrés Arauz. https://t.co/MggIEz5vhk,2012-03-06 02:46:00+00:00,19936,44,134,516114944,Guayaquil ,False,51,False,Negativo,0.15901860156954156
2021-01-31 23:38:35+00:00,0,vamos a recuperar la patria en 7 días andrés arauz será el presidente en el centro sur de quito el cariño y apoyo…,1356024106148364288,es,Sun Jan 31 12:46:50 +0000 2021,"🧡Vamos a Recuperar la Patria 

En 7 días Andrés Arauz será el Presidente, en el centro sur de Quito el cariño y apoyo es mayoritario, hemos recorrido las 16 parroquias  con el mensaje de: Trabajo, Futuro y Dignidad 

@MashiRafael @ecuarauz https://t.co/rBJT6iGQnA",2020-01-25 01:48:04+00:00,8303,60,139,1220885932557111297,,False,62,False,Neutral,0.5361104477593406
2021-01-31 23:38:05+00:00,0,revista semana sostiene que existirían archivos del eln que señalan aporte de campaña a candidato presidencial andrés ar…,1356023980818391041,es,Sun Jan 31 03:20:02 +0000 2021,Revista Semana sostiene que existirían archivos del ELN que señalan aporte de campaña a candidato presidencial Andrés Arauz►https://t.co/ioJWPKC9Ib https://t.co/aDpwDGsL8t,2010-10-27 03:52:25+00:00,3355,244,807,208358920,Guayaquil,False,126,False,Negativo,0.41007273293802143
